Bookmaker,Sport,Player Props,Pre-match odds,Live odds,Markets
Bluechip,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
Bluechip,Handball,No,Yes,Yes,"ML, Spread, Totals"
Bluechip,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
Bluechip,MMA,No,Yes,No,Totals
Bluechip,Rugby,No,Yes,No,"ML, Spread, Totals"
Bluechip,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
Bluechip,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
Bluechip,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
BookMaker.eu,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
BookMaker.eu,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
BookMaker.eu,Boxing,No,Yes,Yes,ML
BookMaker.eu,Darts,No,Yes,Yes,ML
BookMaker.eu,Esports,No,Yes,Yes,ML
BookMaker.eu,Football,No,Yes,Yes,ML
BookMaker.eu,Handball,No,Yes,Yes,ML
BookMaker.eu,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
BookMaker.eu,Snooker,No,Yes,Yes,ML
BookMaker.eu,Volleyball,No,Yes,Yes,ML
Bovada,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Totals HT, Spread 1Q, Totals 1Q, Player Props, Team Total Home, Team Total Away, ML 1Q, ML 3Q, ML HT, Team Total Away 1Q, Team Total Away HT, Team Total Home 1Q, Team Total Home HT, Totals 3Q"
Bovada,Baseball,No,Yes,Yes,"Spread, Totals"
Bovada,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Player Props, Team Total Home, Team Total Away, 3 Point FG, Assists, ML 1Q, ML 2Q, ML 3Q, ML 4Q, ML HT, Points, Totals 2Q, Totals 3Q, Totals 4Q"
Bovada,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Spread HT, Totals HT, Team Total Home, Team Total Away, Corners Totals, Corners Totals HT, Bookings Totals, 3-Way Result, Anytime Goalscorer, Both Teams To Score, Both Teams To Score HT, ML HT, Player To Assist, Team Total Away HT, Team Total Home HT"
Bovada,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Bovada,MMA,No,Yes,Yes,ML
Bovada,Rugby,No,Yes,Yes,ML
Bovada,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, Spread (Games), Totals (Games), Totals 1st Set (Games)"
BoyleSports,American Football,No,Yes,No,"ML, Spread"
BoyleSports,Basketball,No,Yes,Yes,ML
BoyleSports,Football,No,Yes,Yes,ML
BullSbet,American Football,No,Yes,No,"ML, Spread, Totals"
BullSbet,Baseball,No,Yes,Yes,"ML, Spread, Totals"
BullSbet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
BullSbet,Darts,No,Yes,No,"ML, Spread, Totals"
BullSbet,Esports,No,Yes,Yes,"ML, Spread, Totals"
BullSbet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
BullSbet,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
BullSbet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
BullSbet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
BullSbet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Bwin,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, Assists, Completions, ML 1Q, ML HT, Pass Attempts, Receptions, Rushing Attempts, Rushing Yards, Team Total Away 1Q, Team Total Away HT, Team Total Home 1Q, Team Total Home HT"
Bwin,Baseball,No,Yes,Yes,Spread
Bwin,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals 1Q, Team Total Home, Team Total Away, 3 Point FG, Assists, Blocks, ML 1Q, ML HT, Points, Pts+Asts, Pts+Rebs, Pts+Rebs+Asts, Rebounds, Rebs+Asts, Steals, Steals+Blocks, Turnovers"
Bwin,Boxing,No,Yes,Yes,ML
Bwin,Darts,No,Yes,Yes,ML
Bwin,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Corners Totals HT, Bookings Totals, Anytime Goalscorer, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT, Team Total Away HT, Team Total Home HT"
Bwin,Handball,No,Yes,No,"ML, Totals, 3-Way Result"
Bwin,Ice Hockey,No,Yes,Yes,"Totals, 3-Way Result"
Bwin,Rugby,No,Yes,No,ML
Bwin,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 2nd Set, Totals 1st Set (Games)"
Bwin,Volleyball,No,Yes,Yes,First Set Winner
Bwin ES,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML 1Q, ML HT, Team Total Away 1Q, Team Total Away HT, Team Total Home 1Q, Team Total Home HT"
Bwin ES,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals 1Q, Team Total Home, Team Total Away, 3 Point FG, Assists, Blocks, Both Teams To Score, ML 1Q, ML HT, Points, Pts+Rebs, Rebounds, Rebs+Asts, Steals, Steals+Blocks, Turnovers"
Bwin ES,Boxing,No,Yes,No,ML
Bwin ES,Darts,No,Yes,Yes,ML
Bwin ES,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Corners Totals HT, Bookings Totals, Anytime Goalscorer, Both Teams To Score, Both Teams To Score HT, Correct Score, Double Chance, European Handicap, ML HT, Team Total Away HT, Team Total Home HT"
Bwin ES,Handball,No,Yes,Yes,"ML, Totals, 3-Way Result"
Bwin ES,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result, Both Teams To Score"
Bwin ES,Rugby,No,Yes,No,ML
Bwin ES,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 2nd Set, Totals 1st Set (Games)"
Bwin ES,Volleyball,No,Yes,No,ML
Bwin FR,American Football,No,Yes,No,ML
Bwin FR,Basketball,No,Yes,No,"ML, Spread, Totals, ML HT"
Bwin FR,Football,Yes,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Anytime Goalscorer, Both Teams To Score, Both Teams To Score HT, Correct Score, Double Chance, Half Time / Full Time, ML HT, Team Total Away HT"
Bwin FR,Handball,No,Yes,No,"Totals, 3-Way Result"
Bwin FR,Ice Hockey,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Bwin FR,Tennis,No,Yes,No,ML
Bwin FR,Volleyball,No,Yes,No,"ML, Totals"
Bwin IT,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Corners Totals HT, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT, Team Total Away HT, Team Total Home HT"
CASHPOINT,American Football,No,Yes,No,"ML, Spread, Totals"
CASHPOINT,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away"
CASHPOINT,Cricket,No,Yes,No,ML
CASHPOINT,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
CASHPOINT,Handball,No,Yes,Yes,ML
CASHPOINT,Ice Hockey,No,Yes,Yes,"Spread, Totals, 3-Way Result"
CASHPOINT,Rugby,No,Yes,Yes,"ML, Spread, Totals"
CASHPOINT,Tennis,No,Yes,Yes,"ML, Totals, First Set Winner"
CASHPOINT,Volleyball,No,Yes,Yes,ML
Caesars,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
Caesars,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
Caesars,Football,No,Yes,Yes,"ML, 3-Way Result"
Caesars,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Caesars,MMA,No,Yes,Yes,ML
Caesars,Tennis,No,Yes,Yes,ML
CampeonBet,Basketball,No,Yes,No,ML
CampeonBet,Football,No,Yes,Yes,"ML, Spread, Totals"
CampeonBet,Handball,No,Yes,No,"ML, Spread, Totals"
CampeonBet,Ice Hockey,No,Yes,No,"Spread, Totals"
Campobet DK,Basketball,No,Yes,No,ML
Campobet DK,Football,No,Yes,Yes,"ML, Spread, Totals"
Campobet DK,Handball,No,Yes,No,"ML, Spread, Totals"
Campobet DK,Ice Hockey,No,Yes,No,"Spread, Totals"
Casa Pariurilor,American Football,No,Yes,Yes,"ML, Totals"
Casa Pariurilor,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Casa Pariurilor,Esports,No,Yes,No,ML
Casa Pariurilor,Football,No,Yes,Yes,"ML, Spread, Totals, Both Teams To Score, Odd/Even"
Casa Pariurilor,Handball,No,Yes,Yes,"ML, Totals, 3-Way Result, Odd/Even"
Casa Pariurilor,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result, Both Teams To Score"
Casa Pariurilor,Rugby,No,Yes,Yes,ML
Casa Pariurilor,Tennis,No,Yes,Yes,ML
Casa Pariurilor,Volleyball,No,Yes,Yes,"ML, Totals"
Cassino,American Football,No,Yes,No,"ML, Spread, Totals"
Cassino,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Cassino,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Cassino,Darts,No,Yes,No,"ML, Spread, Totals"
Cassino,Esports,No,Yes,Yes,"ML, Spread, Totals"
Cassino,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Cassino,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Cassino,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Cassino,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Cassino,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Circa,American Football,No,Yes,Yes,"ML, Spread, Totals"
Circa,Baseball,No,Yes,No,"ML, Spread, Totals"
Circa,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, Player Props"
Circa,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
CircusBet FR,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, Both Teams To Score"
CircusBet FR,Baseball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
CircusBet FR,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
CircusBet FR,Darts,No,Yes,No,"ML, Spread, Totals"
CircusBet FR,Esports,No,Yes,Yes,"ML, Spread, Totals"
CircusBet FR,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Bookings Totals Away, Bookings Totals Home, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
CircusBet FR,Handball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
CircusBet FR,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score, Double Chance"
CircusBet FR,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
CircusBet FR,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
CloudBet,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
CloudBet,Esports,No,Yes,Yes,"ML, Spread, Totals"
CloudBet,Football,No,Yes,Yes,"ML, Spread, Totals, Both Teams To Score"
CloudBet,Handball,No,Yes,Yes,"ML, Spread, Totals"
CloudBet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
CloudBet,MMA,No,Yes,No,Totals
CloudBet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Game Handicap, Set Handicap, Sets O/U, Spread (Games), Total Games, Totals (Games)"
Coolbet,American Football,No,Yes,Yes,"ML, Spread, Totals"
Coolbet,Baseball,No,Yes,Yes,Totals
Coolbet,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Coolbet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Spread HT, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT, Team Total Away HT, Team Total Home HT"
Coolbet,Handball,No,Yes,Yes,"ML, Spread, Totals"
Coolbet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Coolbet,Tennis,No,Yes,Yes,"ML, Spread, Totals"
Coolbet,Volleyball,No,Yes,Yes,"ML, Totals"
Coolzino,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Coolzino,Baseball,No,Yes,Yes,"Spread, Totals"
Coolzino,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Coolzino,Cricket,No,Yes,No,ML
Coolzino,Esports,No,Yes,Yes,"ML, Spread, Totals"
Coolzino,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
Coolzino,Handball,No,Yes,Yes,"ML, Spread, Totals"
Coolzino,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
Coolzino,MMA,No,Yes,No,Totals
Coolzino,Rugby,No,Yes,No,"ML, Spread, Totals"
Coolzino,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
Coolzino,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
Coolzino,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
Coral,American Football,No,Yes,No,"ML, Totals"
Coral,Baseball,No,Yes,No,ML
Coral,Basketball,No,Yes,No,"ML, Spread, Totals, 3-Way Result, Odd/Even"
Coral,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Double Chance, European Handicap, First Team To Score, ML HT, Odd/Even"
Coral,Handball,No,Yes,No,"ML, Spread, Totals, 3-Way Result, Double Chance, Odd/Even"
Coral,Ice Hockey,No,Yes,No,"ML, Draw No Bet, Both Teams To Score, Double Chance"
Coral,Rugby,No,Yes,No,"ML, Totals, Odd/Even"
Coral,Tennis,No,Yes,No,"ML, Odd/Even"
Coral,Volleyball,No,Yes,No,"ML, Totals, Odd/Even"
CrazyBuzzer,American Football,No,Yes,No,"ML, Spread, Totals"
CrazyBuzzer,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away"
CrazyBuzzer,Cricket,No,Yes,No,ML
CrazyBuzzer,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
CrazyBuzzer,Handball,No,Yes,No,ML
CrazyBuzzer,Ice Hockey,No,Yes,Yes,"Spread, Totals, 3-Way Result"
CrazyBuzzer,Rugby,No,Yes,No,"ML, Spread, Totals"
CrazyBuzzer,Tennis,No,Yes,Yes,"ML, Totals, First Set Winner"
CrazyBuzzer,Volleyball,No,Yes,Yes,ML
CryptoLeo,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
CryptoLeo,Baseball,No,Yes,Yes,"Spread, Totals"
CryptoLeo,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
CryptoLeo,Cricket,No,Yes,No,ML
CryptoLeo,Esports,No,Yes,Yes,"ML, Spread, Totals"
CryptoLeo,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
CryptoLeo,Handball,No,Yes,Yes,"ML, Spread, Totals"
CryptoLeo,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
CryptoLeo,MMA,No,Yes,No,Totals
CryptoLeo,Rugby,No,Yes,No,"ML, Spread, Totals"
CryptoLeo,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
CryptoLeo,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
CryptoLeo,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
DACHBET,Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Yes"
DafaBet,American Football,No,Yes,No,"ML, Spread, Totals"
DafaBet,Baseball,No,Yes,Yes,"ML, Spread"
DafaBet,Basketball,No,Yes,Yes,"ML, ML 1Q, ML 2Q, ML 3Q, ML 4Q, ML HT"
DafaBet,Cricket,No,Yes,No,ML
DafaBet,Darts,No,Yes,No,ML
DafaBet,Esports,No,Yes,No,"ML, Spread, Totals"
DafaBet,Football,No,Yes,Yes,"ML, Spread, Draw No Bet, Team Total Home, Team Total Away, ML HT"
DafaBet,Handball,No,Yes,No,3-Way Result
DafaBet,Ice Hockey,No,Yes,No,3-Way Result
DafaBet,Tennis,No,Yes,No,"ML, Spread, Totals"
DafaBet,Volleyball,No,Yes,Yes,ML
DanskeSpil,American Football,No,Yes,No,"Totals, European Handicap, ML HT"
DanskeSpil,Baseball,No,Yes,No,First 5 Innings Totals
DanskeSpil,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, Player Props, Team Total Home, Team Total Away, European Handicap, ML 1Q, ML HT"
DanskeSpil,Esports,No,Yes,Yes,"ML, Team Total Home, Team Total Away, 3-Way Result, Double Chance, ML HT, Team Total Away HT, Team Total Home HT"
DanskeSpil,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Corners Totals HT, Bookings Totals, Anytime Goalscorer, Bookings Totals HT, Both Teams To Score, Double Chance, European Handicap, ML HT, Team Total Away HT, Team Total Home HT"
DanskeSpil,Handball,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, 3-Way Result, Double Chance, European Handicap, ML HT, Team Total Away HT, Team Total Home HT, Totals HT Handball"
DanskeSpil,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Player Props, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score, Double Chance, European Handicap"
DanskeSpil,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Donaldbet,American Football,No,Yes,No,"ML, Spread, Totals"
Donaldbet,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Donaldbet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Donaldbet,Darts,No,Yes,No,"ML, Spread, Totals"
Donaldbet,Esports,No,Yes,Yes,"ML, Spread, Totals"
Donaldbet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Donaldbet,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Donaldbet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Donaldbet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Donaldbet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
DraftKings,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Player Props, ML 1Q, ML HT"
DraftKings,Baseball,No,Yes,Yes,"ML, Spread, Totals"
DraftKings,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, Player Props, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Spread 2Q, Spread 3Q, Spread 4Q, Totals 2Q, Totals 3Q, Totals 4Q"
DraftKings,Cricket,No,Yes,Yes,ML
DraftKings,Darts,No,Yes,Yes,ML
DraftKings,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Anytime Goalscorer, Both Teams To Score, Both Teams To Score HT, ML HT"
DraftKings,Handball,No,Yes,Yes,"Totals, 3-Way Result"
DraftKings,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
DraftKings,Rugby,No,Yes,Yes,"ML, Spread, Totals"
DraftKings,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 1st Set, ML 2nd Set, Totals (Games), Totals 1st Set, Totals 1st Set (Games)"
Dream.bet,Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Yes"
Duel,American Football,No,Yes,Yes,ML
Duel,Baseball,No,Yes,Yes,"ML, Totals"
Duel,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Duel,Esports,No,Yes,Yes,"ML, Totals, 1st Map Moneyline, 2nd Map Moneyline, 3rd Map Moneyline, 4th Map Moneyline, 5th Map Moneyline, 1st Map Handicap, 2nd Map Handicap, 3rd Map Handicap, 4th Map Handicap, 5th Map Handicap, 1st Map Total Kills, 2nd Map Total Kills, 3rd Map Total Kills, 4th Map Total Kills, 5th Map Total Kills, 3-Way Result"
Duel,Football,No,Yes,Yes,"ML, Totals"
Duel,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Duel,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Duel,Rugby,No,Yes,Yes,"ML, Spread, Totals"
Duel,Tennis,No,Yes,Yes,"ML, Totals"
Duel,Volleyball,No,Yes,Yes,"ML, Totals"
ESPN BET,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
ESPN BET,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
ESPN BET,Football,No,Yes,Yes,"ML, 3-Way Result"
ESPN BET,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
ESPN BET,MMA,No,Yes,Yes,ML
ESPN BET,Tennis,No,Yes,Yes,ML
Estrela Bet,American Football,No,Yes,Yes,"ML, Spread"
Estrela Bet,Baseball,No,Yes,Yes,"Spread, Totals"
Estrela Bet,Basketball,No,Yes,Yes,"ML, Spread, 3 Point FG, Assists, ML 1Q, ML 2Q, ML 3Q, ML 4Q, ML HT, Points, Pts+Rebs+Asts, Rebounds"
Estrela Bet,Boxing,No,Yes,Yes,ML
Estrela Bet,Darts,No,Yes,Yes,ML
Estrela Bet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
Estrela Bet,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Estrela Bet,Ice Hockey,No,Yes,Yes,"ML, 3-Way Result, Assists, Points, Shots"
Estrela Bet,Rugby,No,Yes,Yes,ML
Estrela Bet,Snooker,No,Yes,Yes,ML
Estrela Bet,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games)"
Estrela Bet,Volleyball,No,Yes,Yes,ML
Eurobet IT,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, ML HT"
Eurobet IT,Football,Yes,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Anytime Goalscorer, Both Teams To Score, European Handicap, ML HT, Team Total Away HT, Team Total Home HT"
Eurobet IT,Handball,No,Yes,Yes,"ML, 3-Way Result"
Eurobet IT,Ice Hockey,No,Yes,Yes,"ML, 3-Way Result"
Eurobet IT,Tennis,No,Yes,Yes,"ML, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games)"
Eurobet IT,Volleyball,No,Yes,Yes,"ML, First Set Winner, ML 1st Set, ML 2nd Set"
Expekt SE,Cricket,No,Yes,No,ML
Expekt SE,Honor Of Kings,No,Yes,No,Spread
Expekt SE,Rocket League,No,Yes,No,Spread
Expekt SE 🆕,American Football,No,Yes,Yes,"ML, Spread"
Expekt SE 🆕,Baseball,No,Yes,No,"ML, Spread"
Expekt SE 🆕,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, 3-Way Result"
Expekt SE 🆕,Esports,No,Yes,Yes,"ML, Spread, 3-Way Result"
Expekt SE 🆕,Football,Yes,Yes,Yes,"ML, Spread, Totals, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Anytime Goalscorer, Corners Totals Away, Corners Totals Home, Goalkeeper Saves, Goalkeeper Saves Away, Goalkeeper Saves Home, Player Fouls, Player Shots, Player Shots on Target, Player To Assist, Player To Score or Assist, To Score 2+ Goals, To Score 3+ Goals, Total Fouls, Total Fouls Away, Total Fouls Home, Total Offsides, Total Shots, Total Shots Away, Total Shots Home, Total Shots on Target, Total Shots on Target Away, Total Shots on Target Home"
Expekt SE 🆕,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Expekt SE 🆕,Ice Hockey,Yes,Yes,Yes,"ML, Spread, 3-Way Result, Player Points, Player Shots, To Score 2+ Goals, To Score 3+ Goals"
Expekt SE 🆕,Tennis,No,Yes,Yes,"ML, Spread"
Expekt SE 🆕,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
FB Sports 🆕,Basketball,No,Yes,Yes,"Spread, Totals, Spread HT"
FB Sports 🆕,Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals"
FB Sports 🆕,Tennis,No,Yes,Yes,"ML, Game Handicap, ML 1st Set, ML 2nd Set, ML 3rd Set, Total Games"
FDJ,American Football,No,Yes,No,ML
FDJ,Basketball,No,Yes,No,"ML, Spread"
