Bookmaker,Sport,Player Props,Pre-match odds,Live odds,Markets
Liderbet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Liderbet,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Liderbet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Liderbet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Liderbet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Lottoland,American Football,No,Yes,No,"ML, Spread, Totals"
Lottoland,Baseball,No,Yes,No,"ML, Spread, Totals"
Lottoland,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Lottoland,Esports,No,Yes,Yes,"ML, Spread, Totals"
Lottoland,Football,No,Yes,No,ML
Lottoland,Handball,No,Yes,No,"ML, Spread"
Lottoland,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
Lottoland,Rugby Union,No,Yes,No,"ML, Spread"
Lottoland,Tennis,No,Yes,Yes,"ML, Spread, Totals"
Lottoland,Volleyball,No,Yes,No,"ML, Totals"
Lottomatica IT,American Football,No,Yes,No,"Spread, Totals"
Lottomatica IT,Badminton,No,Yes,Yes,ML
Lottomatica IT,Bandy,No,Yes,No,ML
Lottomatica IT,Baseball,No,Yes,No,"ML, Spread, Totals"
Lottomatica IT,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Lottomatica IT,Boxing,No,Yes,No,ML
Lottomatica IT,Cricket,No,Yes,Yes,ML
Lottomatica IT,Darts,No,Yes,No,ML
Lottomatica IT,Field hockey,No,Yes,No,ML
Lottomatica IT,Floorball,No,Yes,No,ML
Lottomatica IT,Football,No,Yes,Yes,"ML, Totals, Totals HT, ML HT"
Lottomatica IT,Futsal,No,Yes,No,ML
Lottomatica IT,Handball,No,Yes,No,"Totals, 3-Way Result"
Lottomatica IT,Ice Hockey,No,Yes,Yes,3-Way Result
Lottomatica IT,Rugby,No,Yes,No,"ML, Spread, Totals"
Lottomatica IT,Snooker,No,Yes,No,ML
Lottomatica IT,Squash,No,Yes,No,ML
Lottomatica IT,Tennis,No,Yes,Yes,"ML, First Set Winner, Spread (Games), Totals (Games)"
Lottomatica IT,Volleyball,No,Yes,Yes,ML
Lottomatica IT,Waterpolo,No,Yes,No,ML
LowVig AG,American Football,Yes,Yes,No,"ML, Spread, Totals, Spread 1Q, Totals 1Q, Player Props, ML 1Q, ML HT"
LowVig AG,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Totals HT, Player Props, ML 1Q, ML HT"
LowVig AG,Boxing,No,Yes,Yes,ML
LowVig AG,Darts,No,Yes,Yes,ML
LowVig AG,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Anytime Goalscorer, Both Teams To Score, European Handicap, ML HT, Player Shots, Player Shots on Target, Player To Assist"
LowVig AG,Handball,No,Yes,No,Totals
LowVig AG,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
LowVig AG,MMA,No,Yes,No,ML
LowVig AG,Rugby,No,Yes,No,ML
LowVig AG,Snooker,No,Yes,No,ML
LowVig AG,Tennis,No,Yes,No,First Set Winner
LowVig AG,Volleyball,No,Yes,No,ML
Luckia ES,American Football,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Spread HT, Half Time / Full Time, ML HT"
Luckia ES,Basketball,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Spread HT, Totals HT, Team Total Home, Team Total Away, Half Time / Full Time, ML HT"
Luckia ES,Football,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Spread HT, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Correct Score, Double Chance, First Team To Score, Half Time / Full Time, ML HT"
Luckia ES,Ice Hockey,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Both Teams To Score, Correct Score, Double Chance, European Handicap"
M88 🆕,American Football,No,Yes,No,"ML, Spread, Totals, Spread HT, Totals HT"
M88 🆕,Basketball,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Both Teams To Score, ML HT"
M88 🆕,Esports,No,Yes,Yes,"ML, Spread, Totals"
M88 🆕,Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Corners Spread, Corners Totals, Corners Totals HT, Bookings Spread, Bookings Totals, Bookings ML, Bookings ML HT, Bookings Spread HT, Bookings Totals HT, Both Teams To Score, Corners ML, Corners ML HT, Corners Spread HT, ML HT"
M88 🆕,Handball,No,Yes,No,"ML, Spread, Totals"
M88 🆕,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
M88 🆕,Rugby Union,No,Yes,No,"Spread, Totals, Spread HT, Totals HT"
M88 🆕,Tennis,No,Yes,Yes,"ML, Game Handicap, Set Handicap, Total Games"
M88 🆕,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
Marathonbet,American Football,No,Yes,No,ML
Marathonbet,Basketball,No,Yes,Yes,ML
Marathonbet,Football,No,Yes,Yes,ML
Marathonbet,Handball,No,Yes,No,ML
Marathonbet,Ice Hockey,No,Yes,Yes,3-Way Result
Marathonbet,Rugby,No,Yes,No,ML
MegaPari,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away"
MegaPari,Baseball,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, Both Teams To Score"
MegaPari,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
MegaPari,Darts,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
MegaPari,Esports,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
MegaPari,Football,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
MegaPari,Handball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
MegaPari,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score, Double Chance"
MegaPari,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
MegaPari,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
MelBet,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away"
MelBet,Baseball,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, Both Teams To Score"
MelBet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
MelBet,Darts,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
MelBet,Esports,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
MelBet,Football,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
MelBet,Handball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
MelBet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score, Double Chance"
MelBet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
MelBet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Merkur Bets,American Football,No,Yes,No,"ML, Spread, Totals"
Merkur Bets,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away"
Merkur Bets,Cricket,No,Yes,No,ML
Merkur Bets,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
Merkur Bets,Handball,No,Yes,No,ML
Merkur Bets,Ice Hockey,No,Yes,Yes,"Spread, Totals, 3-Way Result"
Merkur Bets,Rugby,No,Yes,No,"ML, Spread, Totals"
Merkur Bets,Tennis,No,Yes,Yes,"ML, Totals, First Set Winner"
Merkur Bets,Volleyball,No,Yes,Yes,ML
MerkurXtip CZ,American Football,No,Yes,No,"ML, Spread, Totals"
MerkurXtip CZ,Baseball,No,Yes,No,"ML, Spread, Totals"
MerkurXtip CZ,Basketball,No,Yes,Yes,"ML, Spread, Totals"
MerkurXtip CZ,Esports,No,Yes,Yes,"ML, Spread, Totals"
MerkurXtip CZ,Football,No,Yes,No,ML
MerkurXtip CZ,Handball,No,Yes,No,"ML, Spread"
MerkurXtip CZ,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
MerkurXtip CZ,Rugby Union,No,Yes,No,"ML, Spread"
MerkurXtip CZ,Tennis,No,Yes,Yes,"ML, Spread, Totals"
MerkurXtip CZ,Volleyball,No,Yes,No,"ML, Totals"
Mmabet,American Football,No,Yes,No,"ML, Spread, Totals"
Mmabet,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Mmabet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Mmabet,Darts,No,Yes,No,"ML, Spread, Totals"
Mmabet,Esports,No,Yes,Yes,"ML, Spread, Totals"
Mmabet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Mmabet,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Mmabet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Mmabet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Mmabet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Mr. Jack,Basketball,No,Yes,No,"ML, Spread, Totals, 3-Way Result"
Mr. Jack,Football,No,Yes,Yes,"ML, Spread, Totals"
Mr. Jack,Handball,No,Yes,No,"ML, Spread, Totals, 3-Way Result"
MrGreen,American Football,No,Yes,No,ML
MrGreen,Baseball,No,Yes,Yes,Totals
MrGreen,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Assists, ML 1Q, ML 2Q, ML 3Q, ML HT, Points"
MrGreen,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Both Teams To Score, Both Teams To Score HT"
MrGreen,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 1st Set, Spread (Games)"
MyBookie,American Football,No,Yes,Yes,"ML, Spread, Totals"
MyBookie,Basketball,No,Yes,Yes,"ML, Spread, Totals"
MyBookie,Football,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
MyBookie,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
MyBookie,Tennis,No,Yes,Yes,ML
Mystake,Football,No,Yes,No,"ML, Spread"
NetBet,American Football,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Totals HT, Both Teams To Score"
NetBet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Double Chance, Half Time / Full Time"
NetBet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Both Teams To Score, Correct Score, Double Chance, Half Time / Full Time"
NetBet,Handball,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Totals HT, Double Chance, Half Time / Full Time"
NetBet,Ice Hockey,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Correct Score, Double Chance"
NetBet,Rugby,No,Yes,No,"ML, Totals"
NetBet,Rugby Union,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Totals HT, Double Chance, Half Time / Full Time"
NetBet,Tennis,No,Yes,Yes,"ML, Totals"
NetBet,Volleyball,No,Yes,No,"ML, Totals"
Nextbet,American Football,No,Yes,No,"ML, Spread, Totals"
Nextbet,Baseball,No,Yes,Yes,"ML, Spread"
Nextbet,Basketball,No,Yes,Yes,"ML, ML 1Q, ML 2Q, ML 3Q, ML 4Q, ML HT"
Nextbet,Cricket,No,Yes,No,ML
Nextbet,Darts,No,Yes,No,ML
Nextbet,Esports,No,Yes,No,"ML, Spread, Totals"
Nextbet,Football,No,Yes,Yes,"ML, Spread, Draw No Bet, Team Total Home, Team Total Away, ML HT"
Nextbet,Handball,No,Yes,No,3-Way Result
Nextbet,Ice Hockey,No,Yes,No,3-Way Result
Nextbet,Tennis,No,Yes,No,"ML, Spread, Totals"
Nextbet,Volleyball,No,Yes,Yes,ML
Ninecasino,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Ninecasino,Baseball,No,Yes,Yes,"Spread, Totals"
Ninecasino,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Ninecasino,Cricket,No,Yes,No,ML
Ninecasino,Esports,No,Yes,Yes,"ML, Spread, Totals"
Ninecasino,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
Ninecasino,Handball,No,Yes,Yes,"ML, Spread, Totals"
Ninecasino,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
Ninecasino,MMA,No,Yes,No,Totals
Ninecasino,Rugby,No,Yes,Yes,"ML, Spread, Totals"
Ninecasino,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
Ninecasino,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
Ninecasino,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
NordicBet,American Football,No,Yes,No,ML
NordicBet,Baseball,No,Yes,No,"ML, 3-Way Result"
NordicBet,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
NordicBet,Football,No,Yes,Yes,"ML, Totals, Totals HT, Team Total Home, Team Total Away, Away Win to Nil, Both Teams To Score, Double Chance, European Handicap, Half Time / Full Time, Home Win to Nil, ML HT"
NordicBet,Handball,No,Yes,Yes,"ML, Double Chance"
NordicBet,Ice Hockey,No,Yes,Yes,"ML, Totals, 3-Way Result, European Handicap"
NordicBet,Rugby,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
NordicBet,Tennis,No,Yes,Yes,ML
NordicBet,Volleyball,No,Yes,Yes,ML
NordicBet DK,American Football,No,Yes,No,ML
NordicBet DK,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
NordicBet DK,Football,No,Yes,Yes,"ML, Totals, Totals HT, Team Total Home, Team Total Away, Away Win to Nil, Both Teams To Score, Double Chance, European Handicap, Half Time / Full Time, Home Win to Nil, ML HT"
NordicBet DK,Handball,No,Yes,Yes,"ML, Double Chance"
NordicBet DK,Ice Hockey,No,Yes,Yes,"ML, Totals, 3-Way Result, European Handicap"
NordicBet DK,Tennis,No,Yes,Yes,ML
NordicBet DK,Volleyball,No,Yes,Yes,ML
Norsk Tipping,American Football,No,Yes,No,"ML, Spread, Totals"
Norsk Tipping,Basketball,No,Yes,No,"ML, Spread, Totals, Totals HT"
Norsk Tipping,Football,No,Yes,No,"ML, Totals, Totals HT, 3-Way Handicap, European Handicap"
Norsk Tipping,Handball,No,Yes,No,"ML, Spread, Totals, Spread HT, Totals HT"
Norsk Tipping,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
Norsk Tipping,Tennis,No,Yes,No,"ML, Totals"
Novibet,American Football,Yes,Yes,No,"ML, Player Props"
Novibet,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
Novibet,Football,No,Yes,Yes,"ML, Totals, Totals HT, Corners Totals"
Novibet,Ice Hockey,Yes,Yes,Yes,"ML, Player Props"
Novibet,Tennis,No,Yes,Yes,"ML, Totals"
Orbit Exchange,American Football,No,Yes,Yes,"ML, Spread, Totals"
Orbit Exchange,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Orbit Exchange,Boxing,No,Yes,No,ML
Orbit Exchange,Cricket,No,Yes,Yes,ML
Orbit Exchange,Darts,No,Yes,Yes,"ML, Spread"
Orbit Exchange,Esports,No,Yes,Yes,"ML, Spread"
Orbit Exchange,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Both Teams To Score, Double Chance, European Handicap, ML HT"
Orbit Exchange,Handball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Orbit Exchange,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Orbit Exchange,MMA,No,Yes,No,ML
Orbit Exchange,Rugby,No,Yes,No,"ML, Spread, Totals"
Orbit Exchange,Snooker,No,Yes,Yes,ML
Orbit Exchange,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games)"
Orbit Exchange,Volleyball,No,Yes,Yes,ML
PAF ES,American Football,No,Yes,No,"ML, Spread, Draw No Bet, Totals HT, Half Time / Full Time, ML HT, Odd/Even"
PAF ES,Baseball,No,Yes,No,"ML, Spread, Odd/Even"
PAF ES,Basketball,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, ML HT, Odd/Even"
PAF ES,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Correct Score, Double Chance, European Handicap, First Team To Score, Half Time / Full Time, ML HT, Odd/Even"
PAF ES,Handball,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Double Chance, European Handicap, Half Time / Full Time, ML HT, Odd/Even"
PAF ES,Ice Hockey,No,Yes,No,"ML, Spread, Draw No Bet, 3-Way Result, Correct Score, Double Chance, European Handicap, First Team To Score"
PAF ES,Tennis,No,Yes,Yes,"ML, Spread, Totals, Correct Score, Game Handicap, Set Handicap, Sets O/U, Spread (Games), Total Games, Totals (Games)"
PAF ES,Volleyball,No,Yes,No,"ML, Spread, Totals, Draw No Bet, Correct Score, Double Chance, Set Spread, Sets O/U"
PAGBET,Basketball,No,Yes,No,"ML, Spread, Totals, 3-Way Result"
PAGBET,Football,No,Yes,Yes,"ML, Spread, Totals"
PAGBET,Handball,No,Yes,No,"ML, Spread, Totals, 3-Way Result"
PMU,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
PMU,Baseball,No,Yes,No,"ML, 3-Way Result"
PMU,Basketball,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
PMU,Football,No,Yes,No,"ML, Spread, Totals, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Double Chance, First Team To Score, ML HT"
PMU,Handball,No,Yes,No,"ML, Spread, Totals, ML HT"
PMU,Ice Hockey,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score"
PMU,Rugby,No,Yes,No,ML
Paddy Power,American Football,No,Yes,Yes,European Handicap
Paddy Power,Basketball,No,Yes,Yes,European Handicap
Paddy Power,Football,Yes,Yes,Yes,"ML, Totals, Corners Totals, Bookings Totals, Anytime Goalscorer, Both Teams To Score, European Handicap, Player Fouls, Player Shots, Player Shots on Target, Player To Assist, Player to be Booked, Player To Be Fouled, Player To Score or Assist"
Paddy Power,Handball,No,Yes,Yes,"ML, European Handicap"
Paddy Power,Ice Hockey,No,Yes,Yes,"ML, European Handicap"
Paddy Power,Rugby,No,Yes,Yes,"ML, European Handicap"
Paddy Power,Tennis,No,Yes,Yes,"ML, Totals, European Handicap"
Pamestoixima,American Football,No,Yes,Yes,"ML, Spread, Totals"
Pamestoixima,Baseball,No,Yes,Yes,"Spread, Totals"
Pamestoixima,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML 4Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Pamestoixima,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Spread HT, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
Pamestoixima,Handball,No,Yes,Yes,"ML, Spread, Totals"
Pamestoixima,Rugby,No,Yes,Yes,"ML, Spread"
Pamestoixima,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games), Totals 1st Set, Totals 1st Set (Games)"
Pamestoixima,Volleyball,No,Yes,Yes,"ML, Totals, First Set Winner, ML 1st Set, ML 2nd Set"
Piwi247 Exchange,American Football,No,Yes,Yes,"ML, Spread, Totals"
Piwi247 Exchange,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Piwi247 Exchange,Boxing,No,Yes,No,ML
Piwi247 Exchange,Cricket,No,Yes,Yes,ML
Piwi247 Exchange,Darts,No,Yes,Yes,"ML, Spread"
Piwi247 Exchange,Esports,No,Yes,Yes,"ML, Spread"
Piwi247 Exchange,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Both Teams To Score, Double Chance, European Handicap, ML HT"
Piwi247 Exchange,Handball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Piwi247 Exchange,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Piwi247 Exchange,MMA,No,Yes,No,ML
Piwi247 Exchange,Rugby,No,Yes,No,"ML, Spread, Totals"
Piwi247 Exchange,Snooker,No,Yes,Yes,ML
Piwi247 Exchange,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games)"
Piwi247 Exchange,Volleyball,No,Yes,Yes,ML
Pix Bet,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Pix Bet,Baseball,No,Yes,Yes,"Spread, Totals"
Pix Bet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Pix Bet,Cricket,No,Yes,No,ML
Pix Bet,Esports,No,Yes,Yes,"ML, Spread, Totals"
Pix Bet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
Pix Bet,Handball,No,Yes,Yes,"ML, Spread, Totals"
Pix Bet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
Pix Bet,MMA,No,Yes,No,Totals
Pix Bet,Rugby,No,Yes,No,"ML, Spread, Totals"
Pix Bet,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
Pix Bet,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
Pix Bet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
Pixbet,American Football,No,Yes,No,"ML, Spread, Totals"
Pixbet,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Pixbet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Pixbet,Darts,No,Yes,No,"ML, Spread, Totals"
Pixbet,Esports,No,Yes,Yes,"ML, Spread, Totals"
Pixbet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Pixbet,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Pixbet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Pixbet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Pixbet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Planetwin365 IT,American Football,No,Yes,No,"Spread, Totals"
Planetwin365 IT,Badminton,No,Yes,Yes,ML
Planetwin365 IT,Bandy,No,Yes,No,ML
Planetwin365 IT,Baseball,No,Yes,No,"ML, Spread, Totals"
Planetwin365 IT,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Planetwin365 IT,Boxing,No,Yes,No,ML
Planetwin365 IT,Cricket,No,Yes,Yes,ML
Planetwin365 IT,Darts,No,Yes,No,ML
Planetwin365 IT,Field hockey,No,Yes,No,ML
Planetwin365 IT,Floorball,No,Yes,No,ML
Planetwin365 IT,Football,No,Yes,Yes,"ML, Totals, Totals HT, ML HT"
Planetwin365 IT,Futsal,No,Yes,No,ML
Planetwin365 IT,Handball,No,Yes,No,"Totals, 3-Way Result"
Planetwin365 IT,Ice Hockey,No,Yes,Yes,3-Way Result
Planetwin365 IT,Rugby,No,Yes,No,"ML, Spread, Totals"
Planetwin365 IT,Snooker,No,Yes,No,ML
Planetwin365 IT,Squash,No,Yes,No,ML
Planetwin365 IT,Tennis,No,Yes,Yes,"ML, First Set Winner, Spread (Games), Totals (Games)"
Planetwin365 IT,Volleyball,No,Yes,Yes,ML
Planetwin365 IT,Waterpolo,No,Yes,No,ML
PointsBet AU,American Football,No,Yes,Yes,"ML, Spread, Totals"
PointsBet AU,Baseball,No,Yes,Yes,Spread
PointsBet AU,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, 3 Point FG, Assists, ML 1Q, ML HT, Points, Pts+Rebs+Asts, Rebounds"
PointsBet AU,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
PointsBet AU,Ice Hockey,No,Yes,Yes,"ML, Totals"
PointsBet AU,Rugby,No,Yes,Yes,ML
PointsBet AU,Tennis,No,Yes,Yes,"ML, Totals, Totals (Games)"
PokerStars FR,Basketball,No,Yes,Yes,"ML, Spread, Totals"
PokerStars FR,Football,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Both Teams To Score, ML HT"
PokerStars FR,Handball,No,Yes,Yes,ML
PokerStars FR,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
PokerStars FR,Rugby Union,No,Yes,Yes,ML
PokerStars FR,Tennis,No,Yes,Yes,ML
PokerStars FR,Volleyball,No,Yes,Yes,ML
PokerStars IT,American Football,No,Yes,Yes,"ML, Spread"
PokerStars IT,Baseball,No,Yes,Yes,Spread
PokerStars IT,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals 1Q, Totals 2Q, Totals 3Q, Totals 4Q"
PokerStars IT,Darts,No,Yes,Yes,ML
PokerStars IT,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, ML HT"
PokerStars IT,Handball,No,Yes,Yes,"ML, Totals, 3-Way Result"
PokerStars IT,Ice Hockey,No,Yes,Yes,"ML, Totals, 3-Way Result"
PokerStars IT,Rugby,No,Yes,Yes,"ML, Totals"
